action_type,mechanism_of_action,molecule_chembl_id,target_chembl_id
EXOGENOUS PROTEIN,Coagulation factor VII exogenous protein,CHEMBL2108334,CHEMBL3991
EXOGENOUS PROTEIN,Coagulation factor XIII exogenous protein,CHEMBL2108282,CHEMBL4530
INHIBITOR,Phosphodiesterase 4 inhibitor,CHEMBL4594287,CHEMBL2093863
INHIBITOR,Bcr/Abl fusion protein inhibitor,CHEMBL4297220,CHEMBL2096618
INHIBITOR,Phosphodiesterase 3 inhibitor,CHEMBL4594287,CHEMBL2094125
ANTAGONIST,"Calcitonin-gene-related peptide receptor, CALCRL/RAMP1 antagonist",CHEMBL2397415,CHEMBL2107838
HYDROLYTIC ENZYME,Synaptosomal nerve-associated protein 25 (SNAP-25) hydrolytic enzyme,CHEMBL4297862,CHEMBL2364159
SEQUESTERING AGENT,Potassium sequestering agent,CHEMBL1201484,CHEMBL3545434
VACCINE ANTIGEN,Spike glycoprotein vaccine antigen,CHEMBL4650491,CHEMBL4662936
,Diagnostic,CHEMBL1640,
BINDING AGENT,Alpha-2-macroglobulin binding agent,CHEMBL1200797,CHEMBL4295690
INHIBITOR,Cardiac myosin inhibitor,CHEMBL4297517,CHEMBL3831286
EXOGENOUS PROTEIN,Coagulation factor X exogenous protein,CHEMBL4297951,CHEMBL244
CHELATING AGENT,Copper chelating agent,CHEMBL5095420,CHEMBL2363057
ANTAGONIST,Orexin receptor 1 antagonist,CHEMBL4650216,CHEMBL5113
ANTAGONIST,Orexin receptor 2 antagonist,CHEMBL4650216,CHEMBL4792
RNAI INHIBITOR,PCSK9 mRNA rnai inhibitor,CHEMBL5095052,CHEMBL4630662
ACTIVATOR,Pyruvate kinase isozymes R/L activator,CHEMBL4299940,CHEMBL1075126
RNAI INHIBITOR,Transthyretin mRNA rnai inhibitor,CHEMBL4594511,CHEMBL4296221
INHIBITOR,Tyrosine-protein kinase BTK inhibitor,CHEMBL4594293,CHEMBL5251
INHIBITOR,Tyrosine-protein kinase JAK2 inhibitor,CHEMBL5095049,CHEMBL2971
INHIBITOR,Tyrosine-protein kinase receptor FLT3 inhibitor,CHEMBL5095049,CHEMBL1974
INHIBITOR,Tyrosine-protein kinase JAK2 inhibitor,CHEMBL5095049,CHEMBL2971
INHIBITOR,Dihydrofolate reductase inhibitor,CHEMBL3989962,CHEMBL202
INHIBITOR,GAR transformylase inhibitor,CHEMBL3989962,CHEMBL3972
BINDING AGENT,Sphingosine 1-phosphate receptor binding agent,CHEMBL5095050,CHEMBL2363041
INHIBITOR,Thymidylate synthase inhibitor,CHEMBL3989962,CHEMBL2555
BINDING AGENT,Vasopressin V1 receptor binding agent,CHEMBL2135460,CHEMBL2111456
BINDING AGENT,Vasopressin V2 receptor binding agent,CHEMBL2135460,CHEMBL1790
,Unknown,CHEMBL1201719,
,Unknown,CHEMBL272427,
,Unknown,CHEMBL5095051,
,Diagnostic,CHEMBL2105023,
DEGRADER,Estrogen receptor alpha degrader,CHEMBL4594273,CHEMBL206
EXOGENOUS GENE,DDC exogenous gene,CHEMBL4298189,CHEMBL5303723
ANTAGONIST,Mu opioid receptor antagonist,CHEMBL5315055,CHEMBL233
ANTAGONIST,Delta opioid receptor antagonist,CHEMBL5315055,CHEMBL236
PARTIAL AGONIST,Kappa opioid receptor partial agonist,CHEMBL5315055,CHEMBL237
EXOGENOUS PROTEIN,Coagulation factor IX exogenous protein,CHEMBL5095451,CHEMBL2016
EXOGENOUS PROTEIN,Coagulation factor IX exogenous protein,CHEMBL4297579,CHEMBL2016
INHIBITOR,PI3-kinase p110-delta subunit inhibitor,CHEMBL3989909,CHEMBL3130
ANTAGONIST,Calcitonin gene-related peptide type 1 receptor antagonist,CHEMBL4650220,CHEMBL3798
INHIBITOR,SARS coronavirus 3C-like proteinase inhibitor,CHEMBL4802135,CHEMBL3927
INHIBITOR,Candida inhibitor,CHEMBL3989928,CHEMBL612867
INHIBITOR,Beta-lactamase inhibitor,CHEMBL4297378,CHEMBL1075159
INHIBITOR,Structural capsid protein inhibitor,CHEMBL4802249,CHEMBL2366504
RNAI INHIBITOR,Transthyretin mRNA rnai inhibitor,CHEMBL5095303,CHEMBL4296221
BINDING AGENT,Tumor necrosis factor receptor superfamily member 17 binding agent,CHEMBL4802263,CHEMBL4523587
INHIBITOR,Beta-lactamase inhibitor,CHEMBL4297378,CHEMBL5223041
INHIBITOR,Beta-lactamase inhibitor,CHEMBL4297378,CHEMBL5223042
INHIBITOR,Beta-lactamase inhibitor,CHEMBL4297378,CHEMBL5223043
,Unknown,CHEMBL197084,
,Diagnostic agent,CHEMBL3578202,
,The T-cell receptor recognises an EBV peptide in complex with a specific HLA molecule on the surface of target cells to exert cytotoxic activity,CHEMBL3990008,
,MRI contrast agent,CHEMBL4594411,
,Removal of necrotic tissue,CHEMBL4298054,
AGONIST,Follicle stimulating hormone receptor agonist,CHEMBL1201692,CHEMBL2024
INHIBITOR,Dihydrofolate reductase inhibitor,CHEMBL225072,CHEMBL202
AGONIST,Glucocorticoid receptor agonist,CHEMBL2348780,CHEMBL2034
INHIBITOR,Thymidylate synthase inhibitor,CHEMBL225072,CHEMBL1952
ANTAGONIST,Mineralocorticoid receptor antagonist,CHEMBL2348780,CHEMBL1994
AGONIST,Follicle stimulating hormone receptor agonist,CHEMBL5315064,CHEMBL2024
INHIBITOR,Monoamine oxidase B inhibitor,CHEMBL6067988,CHEMBL2039
ANTAGONIST,Oxytocin receptor antagonist,CHEMBL5315050,CHEMBL2049
EXOGENOUS PROTEIN,Coagulation factor IX exogenous protein,CHEMBL5315076,CHEMBL2016
AGONIST,Granulocyte colony stimulating factor receptor agonist,CHEMBL4297950,CHEMBL1996
EXOGENOUS PROTEIN,Coagulation factor VIII exogenous protein,CHEMBL5315069,CHEMBL3143
EXOGENOUS PROTEIN,Coagulation factor VIII exogenous protein,CHEMBL5315071,CHEMBL3143
EXOGENOUS PROTEIN,Coagulation factor VIII exogenous protein,CHEMBL2108319,CHEMBL3143
EXOGENOUS PROTEIN,Coagulation factor VIII exogenous protein,CHEMBL4594603,CHEMBL3143
EXOGENOUS PROTEIN,Coagulation factor VIII exogenous protein,CHEMBL2108175,CHEMBL3143
EXOGENOUS PROTEIN,Coagulation factor VIII exogenous protein,CHEMBL5315075,CHEMBL3143
EXOGENOUS PROTEIN,Coagulation factor VIII exogenous protein,CHEMBL2108286,CHEMBL3143
EXOGENOUS PROTEIN,Coagulation factor VIII exogenous protein,CHEMBL2109137,CHEMBL3143
MODULATOR,Sphingosine 1-phosphate receptor Edg-6 modulator,CHEMBL3989933,CHEMBL3230
INHIBITOR,Tyrosine-protein kinase JAK3 inhibitor,CHEMBL5314649,CHEMBL2148
INHIBITOR,Dipeptidyl peptidase IV inhibitor,CHEMBL5315049,CHEMBL284
MODULATOR,Sphingosine 1-phosphate receptor Edg-1 modulator,CHEMBL3989933,CHEMBL4333
INHIBITOR,Nerve growth factor receptor Trk-A inhibitor,CHEMBL4298138,CHEMBL2815
EXOGENOUS PROTEIN,Coagulation factor VII exogenous protein,CHEMBL5315078,CHEMBL3991
MODULATOR,Sphingosine 1-phosphate receptor Edg-8 modulator,CHEMBL3989933,CHEMBL2274
INHIBITOR,GAR transformylase inhibitor,CHEMBL225072,CHEMBL3972
INHIBITOR,Bile acid transporter inhibitor,CHEMBL5315080,CHEMBL5287
INHIBITOR,Neurotrophic tyrosine kinase receptor type 2 inhibitor,CHEMBL4298138,CHEMBL4898
AGONIST,Bone morphogenetic protein receptor type-1A agonist,CHEMBL2109171,CHEMBL5275
AGONIST,Bone morphogenetic protein receptor type-1A agonist,CHEMBL2108594,CHEMBL5275
AGONIST,Activin receptor type-2B agonist,CHEMBL2109171,CHEMBL5466
AGONIST,Bone morphogenetic protein receptor type-2 agonist,CHEMBL2109171,CHEMBL5467
AGONIST,Bone morphogenetic protein receptor type-2 agonist,CHEMBL2108594,CHEMBL5467
INHIBITOR,Proto-oncogene tyrosine-protein kinase ROS inhibitor,CHEMBL4298138,CHEMBL5568
INHIBITOR,NT-3 growth factor receptor inhibitor,CHEMBL4298138,CHEMBL5608
AGONIST,Bone morphogenetic protein receptor type-1B agonist,CHEMBL2108594,CHEMBL5476
AGONIST,Bone morphogenetic protein receptor type-1B agonist,CHEMBL2109171,CHEMBL5476
AGONIST,Activin receptor type-2A agonist,CHEMBL2109171,CHEMBL5616
AGONIST,Activin receptor type-1 agonist,CHEMBL2108594,CHEMBL5903
AGONIST,Activin receptor type-1 agonist,CHEMBL2109171,CHEMBL5903
EXOGENOUS PROTEIN,von Willebrand factor exogenous protein,CHEMBL4298126,CHEMBL2021748
MODULATOR,Estrogen receptor modulator,CHEMBL6067998,CHEMBL2093866
INHIBITOR,Muscarinic acetylcholine receptor inhibitor,CHEMBL3707243,CHEMBL2094109
ANTAGONIST,Opioid receptors; mu/kappa/delta antagonist,CHEMBL5315056,CHEMBL2095181
CROSS-LINKING AGENT,DNA cross-linking agent,CHEMBL455186,CHEMBL2311221
BINDING AGENT,Complement C5 binding agent,CHEMBL5315048,CHEMBL2364163
INHIBITOR,Disialoganglioside GD2 inhibitor,CHEMBL5315068,CHEMBL3390823
CHELATING AGENT,Potassium chelating agent,CHEMBL5315081,CHEMBL3545434
INHIBITOR,TEC family kinase inhibitor,CHEMBL5314649,CHEMBL4296642
SEQUESTERING AGENT,Cyanide sequestering agent,CHEMBL2103737,CHEMBL4632347
HYDROLYTIC ENZYME,Glycogen hydrolytic enzyme,CHEMBL4594329,CHEMBL4662969
INHIBITOR,CD74-ROS1 inhibitor,CHEMBL4298138,CHEMBL4680046
INHIBITOR,ROS1-SDC4 inhibitor,CHEMBL4298138,CHEMBL5303568
DISRUPTING AGENT,Cell wall disrupting agent,CHEMBL2105420,CHEMBL5303716
EXOGENOUS GENE,ARSA exogenous gene,CHEMBL4802262,CHEMBL5303721
EXOGENOUS GENE,ABCD1 exogenous gene,CHEMBL4594333,CHEMBL5303722
EXOGENOUS GENE,ADA exogenous gene,CHEMBL5315093,CHEMBL5303724
,Supplement,CHEMBL3833369,
,Diagnostic agent,CHEMBL5314559,
,Somatic cell supplemental therapy,CHEMBL5315099,
,Unknown,CHEMBL689,
,Diagnostic agent,CHEMBL5315062,
,May promote synthesis of hyaline-like cartilage repair tissue,CHEMBL5315092,
,Diagnostic,CHEMBL4297340,
,Unknown,CHEMBL5314588,
,Pancreatic enzyme replacement treatment,CHEMBL5315084,
,Diagnostic agent,CHEMBL6067989,
,Diagnostic agent,CHEMBL5315079,
,Diagnostic agent,CHEMBL5315106,
,Diagnostic agent,CHEMBL5315077,
,Somatic cell supplemental therapy,CHEMBL5315097,
,Ectoparasiticide,CHEMBL3707310,
,Unknown,CHEMBL3707306,
,Food allergy desensitisation,CHEMBL5315089,
,Somatic cell supplemental therapy,CHEMBL5315113,
,Diagnostic agent,CHEMBL1743090,
,Unknown,CHEMBL2107891,
,Unknown,CHEMBL3187365,
,Unknown,CHEMBL4650246,
,Diagnostic agent,CHEMBL5315051,
,Nutritional support,CHEMBL2108106,
,Diagnostic agent,CHEMBL2108157,
,Somatic cell supplemental therapy,CHEMBL5315067,
,"Replacement therapy, immunomodulatory effects",CHEMBL1201599,
INHIBITOR,Envelope phospholipase OPG057 inhibitor,CHEMBL1257073,CHEMBL5308522
INHIBITOR,Tyrosine-protein kinase JAK2 inhibitor,CHEMBL3301607,CHEMBL2971
INHIBITOR,Tyrosine-protein kinase TYK2 inhibitor,CHEMBL3301607,CHEMBL3553
INHIBITOR,Tyrosine-protein kinase JAK3 inhibitor,CHEMBL3301607,CHEMBL2148
INHIBITOR,Macrophage colony stimulating factor receptor inhibitor,CHEMBL535,CHEMBL1844
INHIBITOR,Vascular endothelial growth factor receptor 2 inhibitor,CHEMBL535,CHEMBL279
INHIBITOR,Stem cell growth factor receptor inhibitor,CHEMBL535,CHEMBL1936
INHIBITOR,Platelet-derived growth factor receptor beta inhibitor,CHEMBL535,CHEMBL1913
INHIBITOR,Platelet-derived growth factor receptor alpha inhibitor,CHEMBL535,CHEMBL2007
INHIBITOR,Vascular endothelial growth factor receptor 1 inhibitor,CHEMBL535,CHEMBL1868
INHIBITOR,Vascular endothelial growth factor receptor 3 inhibitor,CHEMBL535,CHEMBL1955
INHIBITOR,Tyrosine-protein kinase receptor FLT3 inhibitor,CHEMBL535,CHEMBL1974
INHIBITOR,Tyrosine-protein kinase receptor RET inhibitor,CHEMBL535,CHEMBL2041
EXOGENOUS PROTEIN,Plasma protease C1 inhibitor exogenous protein,CHEMBL2108350,CHEMBL5305024
INHIBITOR,Tubulin inhibitor,CHEMBL2105629,CHEMBL2095182
,Essential for cellular homeostasis,CHEMBL1234886,
INHIBITOR,Bacterial 70S ribosome inhibitor,CHEMBL1951095,CHEMBL2363135
INHIBITOR,DNA inhibitor,CHEMBL427,CHEMBL2311221
INHIBITOR,DNA topoisomerase II inhibitor,CHEMBL1200778,CHEMBL2094255
CHELATING AGENT,Iron chelating agent,CHEMBL1200778,CHEMBL2363058
AGONIST,Prostanoid IP receptor agonist,CHEMBL561157,CHEMBL1995
AGONIST,Calcium sensing receptor agonist,CHEMBL3545183,CHEMBL1878
INHIBITOR,Bacterial penicillin-binding protein inhibitor,CHEMBL3833340,CHEMBL2354204
VACCINE ANTIGEN,Surface antigen (HBsAg) vaccine antigen,CHEMBL4297973,CHEMBL5308521
EXOGENOUS PROTEIN,Coagulation factor IX exogenous protein,CHEMBL4297986,CHEMBL2016
INHIBITOR,Tyrosine-protein kinase JAK1 inhibitor,CHEMBL4298167,CHEMBL2835
INHIBITOR,Tyrosine-protein kinase JAK3 inhibitor,CHEMBL4298167,CHEMBL2148
INHIBITOR,Tyrosine-protein kinase TYK2 inhibitor,CHEMBL4298167,CHEMBL3553
INHIBITOR,Tyrosine-protein kinase JAK2 inhibitor,CHEMBL4298167,CHEMBL2971
ANTAGONIST,Gonadotropin-releasing hormone receptor antagonist,CHEMBL4298171,CHEMBL1855
INHIBITOR,GAR transformylase inhibitor,CHEMBL5315053,CHEMBL3972
INHIBITOR,Dihydrofolate reductase inhibitor,CHEMBL5315053,CHEMBL202
INHIBITOR,Thymidylate synthase inhibitor,CHEMBL5315053,CHEMBL1952
INHIBITOR,Sodium/glucose cotransporter 2 inhibitor,CHEMBL5315054,CHEMBL3884
EXOGENOUS PROTEIN,Vitamin K-dependent protein C exogenous protein,CHEMBL5315087,CHEMBL4444
INHIBITOR,Neuraminidase inhibitor,CHEMBL5315117,CHEMBL4295840
INHIBITOR,Neuraminidase inhibitor,CHEMBL5315117,CHEMBL6135
INHIBITOR,Bacterial penicillin-binding protein inhibitor,CHEMBL4303454,CHEMBL2354204
AGONIST,Prostanoid IP receptor agonist,CHEMBL5315118,CHEMBL1995
INHIBITOR,Tyrosine-protein kinase TYK2 inhibitor,CHEMBL5315119,CHEMBL3553
INHIBITOR,Tyrosine-protein kinase JAK3 inhibitor,CHEMBL5315119,CHEMBL2148
INHIBITOR,Tyrosine-protein kinase JAK2 inhibitor,CHEMBL5315119,CHEMBL2971
INHIBITOR,Tyrosine-protein kinase JAK1 inhibitor,CHEMBL5315119,CHEMBL2835
INHIBITOR,Ileal bile acid transporter inhibitor,CHEMBL5315120,CHEMBL2778
INHIBITOR,Envelope phospholipase OPG057 inhibitor,CHEMBL5315121,CHEMBL5308524
INHIBITOR,Envelope phospholipase OPG057 inhibitor,CHEMBL5315121,CHEMBL5308523
INHIBITOR,26S proteasome inhibitor,CHEMBL5315122,CHEMBL2364701
AGONIST,Kappa opioid receptor agonist,CHEMBL5315123,CHEMBL237
INHIBITOR,PI3-kinase p110-delta subunit inhibitor,CHEMBL5315125,CHEMBL3130
INHIBITOR,PI3-kinase p110-gamma subunit inhibitor,CHEMBL5315125,CHEMBL3267
,Ultrasound contrast agent,CHEMBL1899801,
AGONIST,Mu opioid receptor agonist,CHEMBL1514,CHEMBL233
BINDING AGENT,Surface antigen (HBsAg) binding agent,CHEMBL2108512,CHEMBL5308521
,Diagnostic agent,CHEMBL2096648,
,Diagnostic,CHEMBL2096651,
INHIBITOR,Human immunodeficiency virus type 1 protease inhibitor,CHEMBL1735,CHEMBL243
ANTAGONIST,Dopamine D2 receptor antagonist,CHEMBL1584,CHEMBL217
INHIBITOR,DOPA decarboxylase inhibitor,CHEMBL4802240,CHEMBL1843
AGONIST,Thrombopoietin receptor agonist,CHEMBL6068328,CHEMBL1864
AGONIST,Peroxisome proliferator-activated receptor gamma agonist,CHEMBL121,CHEMBL235
INHIBITOR,Tyrosine-protein kinase receptor FLT3 inhibitor,CHEMBL2105709,CHEMBL1974
AGONIST,Insulin receptor agonist,CHEMBL2108966,CHEMBL1981
INHIBITOR,Tyrosine-protein kinase JAK3 inhibitor,CHEMBL4594382,CHEMBL2148
STABILISER,Transthyretin stabiliser,CHEMBL4650226,CHEMBL3194
INHIBITOR,Penicillin-binding protein 2a inhibitor,CHEMBL501122,CHEMBL3512
VACCINE ANTIGEN,Envelope glycoprotein vaccine antigen,CHEMBL6068375,CHEMBL4105829
VACCINE ANTIGEN,Oligosaccharide conjugated to Corynebacterium ciphtheriae CRM197 vaccine antigen,CHEMBL6068368,CHEMBL5500296
INHIBITOR,Topoisomerase IV inhibitor,CHEMBL428,CHEMBL2363076
VACCINE ANTIGEN,Spike glycoprotein vaccine antigen,CHEMBL4650429,CHEMBL4662936
VACCINE ANTIGEN,Cholera enterotoxin subunit B vaccine antigen,CHEMBL6068352,CHEMBL5500284
VACCINE ANTIGEN,Hemagglutinin vaccine antigen,CHEMBL6068388,CHEMBL5500285
AGONIST,Interleukin-15 receptor agonist,CHEMBL6068330,CHEMBL4665592
VACCINE ANTIGEN,Polysaccharide conjugated to Tetanus toxoid vaccine antigen,CHEMBL6068498,CHEMBL5498507
,Somatic cell supplemental therapy,CHEMBL4298190,
,Somatic cell supplemental therapy,CHEMBL6068345,
,Immunostimulant,CHEMBL6068365,
,Immunostimulant,CHEMBL6068367,
,Radiographic contrast agent,CHEMBL1236315,
,Biological vaccine - induces immune response,CHEMBL6068354,
,Glutathione precursor,CHEMBL6068327,
,Biological vaccine - induces immune response,CHEMBL6068364,
ANTAGONIST,Beta-1 adrenergic receptor antagonist,CHEMBL2362410,CHEMBL213
INHIBITOR,Penicillin-binding protein 1 inhibitor,CHEMBL4297101,CHEMBL4268
INHIBITOR,Complement C5 inhibitor,CHEMBL4297889,CHEMBL2364163
INHIBITOR,Purinergic receptor P2Y12 inhibitor,CHEMBL334966,CHEMBL2001
ANTAGONIST,P2X purinoceptor 3 antagonist,CHEMBL4594278,CHEMBL2998
BINDING AGENT,B-lymphocyte antigen CD19 binding agent,CHEMBL5095440,CHEMBL3390821
VACCINE ANTIGEN,Neisseria adhesin A vaccine antigen,CHEMBL6068372,CHEMBL5500286
INHIBITOR,Bacterial penicillin-binding protein inhibitor,CHEMBL1200985,CHEMBL2354204
VACCINE ANTIGEN,Pertussis toxin vaccine antigen,CHEMBL6068349,CHEMBL5500292
INHIBITOR,DNA polymerase/reverse transcriptase inhibitor,CHEMBL6068341,CHEMBL2362994
VACCINE ANTIGEN,Nucleoprotein vaccine antigen,CHEMBL6068379,CHEMBL5500289
,Unknown,CHEMBL4298149,
,Biological vaccine - induces immune response,CHEMBL6068351,
,Biological vaccine - induces immune response,CHEMBL6068359,
BINDING AGENT,Vascular endothelial growth factor A binding agent,CHEMBL5314727,CHEMBL1783
AGONIST,Muscarinic acetylcholine receptor M4 agonist,CHEMBL2336050,CHEMBL1821
INHIBITOR,Tyrosine-protein kinase JAK2 inhibitor,CHEMBL4594382,CHEMBL2971
INHIBITOR,Tyrosine-protein kinase JAK2 inhibitor,CHEMBL6068336,CHEMBL2971
INHIBITOR,Penicillin-binding protein 2 inhibitor,CHEMBL4297101,CHEMBL3825
EXOGENOUS PROTEIN,Coagulation factor VII exogenous protein,CHEMBL6068490,CHEMBL3991
INHIBITOR,Menin inhibitor,CHEMBL6068395,CHEMBL1615381
INHIBITOR,Soluble guanylate cyclase inhibitor,CHEMBL405110,CHEMBL2111348
ANTAGONIST,Purinergic receptor P2Y12 antagonist,CHEMBL6068338,CHEMBL2001
VACCINE ANTIGEN,Factor H binding protein vaccine antigen,CHEMBL6068499,CHEMBL5498503
EXOGENOUS GENE,Collagen alpha-1(VII) chain exogenous gene,CHEMBL4594328,CHEMBL5498505
VACCINE ANTIGEN,Pertactin autotransporter vaccine antigen,CHEMBL6068350,CHEMBL5500288
VACCINE ANTIGEN,Diphtheria toxoid vaccine antigen,CHEMBL2109121,CHEMBL5500294
VACCINE ANTIGEN,Tetanus toxoid vaccine antigen,CHEMBL2108875,CHEMBL5500295
GENE EDITING NEGATIVE MODULATOR,B-cell lymphoma/leukemia 11A gene editing negative modulator,CHEMBL5095474,CHEMBL5498502
,Somatic cell supplemental therapy,CHEMBL6068497,
,Biological vaccine - induces immune response,CHEMBL6068360,
,Biological vaccine - induces immune response,CHEMBL6068363,
,Biological vaccine - induces immune response,CHEMBL6068386,
AGONIST,Parathyroid hormone receptor agonist,CHEMBL5095475,CHEMBL1793
ANTAGONIST,Type-1 angiotensin II receptor antagonist,CHEMBL6068339,CHEMBL227
INHIBITOR,Acetylcholinesterase inhibitor,CHEMBL6068431,CHEMBL220
INHIBITOR,Tyrosine-protein kinase JAK1 inhibitor,CHEMBL4594382,CHEMBL2835
INHIBITOR,GAR transformylase inhibitor,CHEMBL6068329,CHEMBL3972
AGONIST,Peroxisome proliferator-activated receptor delta agonist,CHEMBL3989960,CHEMBL3979
EXOGENOUS GENE,Hemoglobin beta chain exogenous gene,CHEMBL4650269,CHEMBL4331
VACCINE ANTIGEN,Protective antigen vaccine antigen,CHEMBL6068494,CHEMBL5352
INHIBITOR,Penicillin-binding protein 2x inhibitor,CHEMBL501122,CHEMBL6188
INHIBITOR,Gamma-secretase inhibitor,CHEMBL4298153,CHEMBL2094135
VACCINE ANTIGEN,Envelope glycoprotein vaccine antigen,CHEMBL6068378,CHEMBL4105829
HYDROLYTIC ENZYME,Synaptosomal nerve-associated protein 25 (SNAP-25) hydrolytic enzyme,CHEMBL3707322,CHEMBL2364159
ANTISENSE INHIBITOR,Transthyretin mRNA antisense inhibitor,CHEMBL4594335,CHEMBL4296221
VACCINE ANTIGEN,Neuraminidase vaccine antigen,CHEMBL6068362,CHEMBL1287607
ANTAGONIST,Purinergic receptor P2Y12 antagonist,CHEMBL6068340,CHEMBL2001
INHIBITOR,Penicillin-binding protein inhibitor,CHEMBL4297101,CHEMBL2362973
VACCINE ANTIGEN,Large envelope protein vaccine antigen,CHEMBL6068346,CHEMBL5305041
BINDING AGENT,T cell surface glycoprotein CD3 binding agent,CHEMBL5095292,CHEMBL2364168
VACCINE ANTIGEN,Envelope glycoprotein E vaccine antigen,CHEMBL4297975,CHEMBL5500290
,Biological vaccine - induces immune response,CHEMBL6068356,
,Biological vaccine - induces immune response,CHEMBL6068355,
INHIBITOR,Penicillin-binding protein 4 inhibitor,CHEMBL4297101,CHEMBL2549
INHIBITOR,Thymidylate synthase inhibitor,CHEMBL6068329,CHEMBL2555
AGONIST,Parathyroid hormone receptor agonist,CHEMBL5095475,CHEMBL1793
AGONIST,Beta-1 adrenergic receptor agonist,CHEMBL4594379,CHEMBL213
INHIBITOR,Tyrosine-protein kinase TYK2 inhibitor,CHEMBL4594382,CHEMBL3553
ACTIVATOR,Cystic fibrosis transmembrane conductance regulator activator,CHEMBL4297603,CHEMBL4051
POSITIVE MODULATOR,Cystic fibrosis transmembrane conductance regulator positive modulator,CHEMBL5314934,CHEMBL4051
INHIBITOR,Penicillin-binding protein 3 inhibitor,CHEMBL4297101,CHEMBL4269
INHIBITOR,Complement factor B inhibitor,CHEMBL5095401,CHEMBL5731
INHIBITOR,Histone deacetylase inhibitor,CHEMBL6068400,CHEMBL2093865
STABILISER,Tubulin stabiliser,CHEMBL92,CHEMBL2095182
VACCINE ANTIGEN,Envelope glycoprotein vaccine antigen,CHEMBL6068379,CHEMBL4105829
VACCINE ANTIGEN,Fusion glycoprotein F0 vaccine antigen,CHEMBL6068496,CHEMBL2364165
ANTAGONIST,Purinergic receptor P2Y12 antagonist,CHEMBL6068333,CHEMBL2001
VACCINE ANTIGEN,Outer membrane vesicles vaccine antigen,CHEMBL6068370,CHEMBL5500293
INHIBITOR,Bacterial penicillin-binding protein inhibitor,CHEMBL1359,CHEMBL2354204
VACCINE ANTIGEN,Neisserial heparin binding antigen vaccine antigen,CHEMBL6068371,CHEMBL5500291
INHIBITOR,Bacterial DNA gyrase inhibitor,CHEMBL428,CHEMBL2311224
,Unknown,CHEMBL56021,
,Biological vaccine - induces immune response,CHEMBL6068358,
,Biological vaccine - induces immune response,CHEMBL6068373,
,Biological vaccine - induces immune response,CHEMBL6068357,
,Biological vaccine - induces immune response,CHEMBL6068353,
EXOGENOUS PROTEIN,Thrombin exogenous protein,CHEMBL6068492,CHEMBL204
AGONIST,Insulin receptor agonist,CHEMBL2108974,CHEMBL1981
AGONIST,Insulin receptor agonist,CHEMBL4594581,CHEMBL1981
INHIBITOR,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,CHEMBL6068332,CHEMBL247
VACCINE ANTIGEN,Neuraminidase vaccine antigen,CHEMBL6068385,CHEMBL3377
VACCINE ANTIGEN,Hemagglutinin vaccine antigen,CHEMBL6068377,CHEMBL1932897
VACCINE ANTIGEN,Polysaccharide conjugated to Corynebacterium diphtheriae toxoid vaccine antigen,CHEMBL6068365,CHEMBL5500297
VACCINE ANTIGEN,Polysaccharide conjugated to Tetanus toxoid vaccine antigen,CHEMBL6068366,CHEMBL5500299
INHIBITOR,Bacterial beta-lactamase TEM inhibitor,CHEMBL4458276,CHEMBL2364670
EXOGENOUS PROTEIN,A disintegrin and metalloproteinase with thrombospondin motifs 13 exogenous protein,CHEMBL4594607,CHEMBL2346492
INHIBITOR,Bacterial penicillin-binding protein 2 inhibitor,CHEMBL1650818,CHEMBL2354313
VACCINE ANTIGEN,Spike glycoprotein vaccine antigen,CHEMBL6068382,CHEMBL4662936
VACCINE ANTIGEN,Hemagglutinin vaccine antigen,CHEMBL6068384,CHEMBL5500285
,Somatic cell supplemental therapy,CHEMBL4594332,
,Biological vaccine - induces immune response,CHEMBL6068387,
ANTAGONIST,Gonadotropin-releasing hormone receptor antagonist,CHEMBL1251,CHEMBL1855
AGONIST,Muscarinic acetylcholine receptor M1 agonist,CHEMBL2336050,CHEMBL216
AGONIST,Serotonin 1a (5-HT1a) receptor agonist,CHEMBL1204187,CHEMBL214
INHIBITOR,Dihydrofolate reductase inhibitor,CHEMBL6068329,CHEMBL202
EXOGENOUS PROTEIN,Coagulation factor VIII exogenous protein,CHEMBL5095275,CHEMBL3143
INHIBITOR,Tyrosine-protein kinase JAK1 inhibitor,CHEMBL6068336,CHEMBL2835
INHIBITOR,Tyrosine-protein kinase JAK2 inhibitor,CHEMBL6068336,CHEMBL2971
